Date,ZIP Code,Revenue Interest - Garage Parking Tax,Revenue Interest - Ridesharing Tax,Revenue Interest - Alcohol Tax,"Revenue Interest - Tax on Sports, Theater, Other Entertainment",Revenue Interest - Cigarette Tax,Revenue Interest - Hotel Tax,Revenue Interest - Shopping Bag Tax,Revenue Interest - Property Tax,Revenue Interest - Sales Tax,Revenue Interest - Permit Fees,Revenue Interest - License Fees,Revenue Interest - Other,Expense Interest - Police,Expense Interest - Other Public Safety,Expense Interest - Infrastructure,Expense Interest - Community,Expense Interest - Streets and Sanitation,Expense Interest - City Development,Expense Interest - Libraries,Expense Interest - Regulatory,Expense Interest - Cultural Affairs and Special Events,Expense Interest - Other,Spending Change - Police,Spending Change - Other Public Safety,Spending Change - Infrastructure,Spending Change - Community,Spending Change - Streets and Sanitation,Spending Change - City Development,Spending Change - Libraries,Spending Change - Regulatory,Spending Change - Cultural Affairs and Special Events,Revenue Change - Garage Parking Tax,Revenue Change - Ridesharing Tax,Revenue Change - Alcohol Tax,"Revenue Change - Tax on Sports, Theater, Other Entertainment",Revenue Change - Cigarette Tax,Revenue Change - Hotel Tax,Revenue Change - Shopping Bag Tax,Revenue Change - Property Tax,Revenue Change - Sales Tax,Revenue Change - Permit Fees,Revenue Change - License Fees,$1000 Assignment - Police,$1000 Assignment - Other Public Safety,$1000 Assignment - Infrastructure Services,$1000 Assignment - Community,$1000 Assignment - Streets and Sanitation,$1000 Assignment - City Development,$1000 Assignment - Libraries,$1000 Assignment - Regulatory,$1000 Assignment - Cultural Affairs and Special Events,$1000 Assignment - Total,Counter Column
10/02/2019,60657,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,Reduce Budget,Reduce Budget,Keep Budget the Same,,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,No Opinion,No Opinion,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,,,,,,,,,,0,1
10/02/2019,60625,false,false,false,false,false,false,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,0,200,250,400,50,50,50,0,0,1000,1
10/02/2019,60647,false,false,false,false,false,false,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true,false,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,0,1
10/02/2019,60626,true,true,true,false,false,true,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,false,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,,Increase Budget,Increase Budget,,,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,200,100,200,100,100,100,100,50,50,1000,1
10/02/2019,60610,false,true,false,true,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,true,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,,Keep Tax or Fee the Same,No Opinion,No Opinion,No Opinion,No Opinion,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,50,50,50,325,50,325,50,50,50,1000,1
10/02/2019,60616,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true,false,false,true,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,385,150,170,100,60,60,25,40,10,1000,1
10/02/2019,60605,true,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,Keep Budget the Same,Reduce Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,0,1
10/02/2019,60617,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,false,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,No Opinion,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,200,200,200,100,100,100,50,50,1000,1
10/02/2019,60653,false,false,false,true,false,false,false,true,true,false,true,false,true,false,true,true,true,true,true,false,false,false,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,No Opinion,No Opinion,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,125,145,125,125,130,120,85,85,940,1
10/02/2019,60615,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,false,false,false,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,0,200,100,300,100,0,200,50,50,1000,1
10/02/2019,60637,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,No Opinion,No Opinion,No Opinion,No Opinion,Keep Tax or Fee the Same,No Opinion,Increase Tax or Fee,No Opinion,Keep Tax or Fee the Same,No Opinion,No Opinion,0,,,800,,200,,,,1000,1
10/02/2019,60634,false,false,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,500,500,,,,,,1000,1
10/02/2019,60638,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true,false,false,false,false,true,false,false,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Tax or Fee the Same,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,400,200,100,25,50,25,25,100,25,950,1
10/02/2019,60653,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,true,false,true,false,true,false,false,Increase Budget,Reduce Budget,Reduce Budget,Increase Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,No Opinion,200,200,100,100,100,100,100,50,50,1000,1
10/02/2019,60625,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,250,250,,200,100,,200,1000,1
10/02/2019,60616,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,true,true,false,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,400,200,175,50,35,35,40,30,35,1000,1
10/01/2019,60653,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Reduce Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,167,,167,250,167,83,42,42,83,1000,1
10/01/2019,60614,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,500,100,200,100,80,,10,10,,1000,1
10/01/2019,60616,false,true,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,true,false,false,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,2,1,1,1,1,1,1,1,1,10,1
10/01/2019,60642,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,false,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,No Opinion,No Opinion,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,400,200,160,100,50,50,20,10,10,1000,1
10/01/2019,60653,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true,false,true,true,false,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,Keep Tax or Fee the Same,No Opinion,No Opinion,100,100,25,200,50,25,10,100,100,710,1
10/01/2019,60616,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,200,100,200,100,100,300,,,,1000,1
10/01/2019,60619,false,false,false,false,false,false,true,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,,0,1
10/01/2019,60623,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,50,50,200,500,100,50,50,,,1000,1
10/01/2019,60654,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,false,true,true,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,83,83,333,83,83,83,83,83,83,1000,1
10/01/2019,60638,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,200,100,100,200,50,100,,50,100,900,1
10/01/2019,60619,false,false,false,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,false,false,false,false,Reduce Budget,,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,38,38,25,504,25,252,18,50,50,1000,1
10/01/2019,60649,false,false,false,false,false,false,true,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,50,100,100,200,300,100,50,100,,1000,1
10/01/2019,60626,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,Reduce Budget,Increase Budget,,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,250,200,100,100,50,100,50,100,50,1000,1
10/01/2019,60602,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Increase Budget,Keep Budget the Same,Increase Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,1000,0,0,0,0,0,0,0,0,1000,1
09/30/2019,60660,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,No Opinion,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,50,200,200,200,75,75,75,75,50,1000,1
09/30/2019,60628,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,false,Keep Budget the Same,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,300,200,100,200,50,50,50,25,25,1000,1
09/30/2019,60612,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,400,250,350,,,,,,,1000,1
09/30/2019,60649,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,Reduce Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,0,200,400,200,100,,,,100,1000,1
